Season,Player,Age,Team(s),Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Openness Rating,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Pull Up Talent,3PT Pull Up%,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable C&S 3PT%,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR
2021-22,Aaron Holiday,25,WAS/PHO,1021,PG,Primary Ball Handler,Point of Attack,0.9,-1,-1.01,0.01,5.08,4.28,83.6,45.45,10,79,205,,,52.7,1.47,3.35,2.69,,-0.01,,19.83,0.39,107.66,50.48,128.75,44,,,26.92,1.31,0,0.09,0.03,-0.3,0.18,0.29,0.33,-0.24,-0.02,0.04,-0.1,44.83,0.1,1.04,0.1,44.83,-0.24,-0.02,0.04,-0.1,1.15,44.12,-0.02,30.47,52.31,0.21,-0.61,35.81,3.74,1.3,0.29,1.17,0.08,66.67,34.62,30.8,36.72,38,35,30.9,38.12,0.1,-0.88,0.44,0.63,1.09,1.3,0.04,25,0.38,0.47,32.8,-0.3,29,0.47,-0.48,-1,-0.15
2020-21,Aaron Holiday,24,IND,1176,PG,Movement Shooter,Point of Attack,0.3,-1.95,-1.1,-0.85,5.06,3.6,94.8,15.38,1,77,210,,,56.6,0.09,2.83,2.23,,0,,19.42,0.24,107.02,50.22,128.18,27.78,128.18,27.78,7.69,0.82,0,0,0,0,-0.19,0.31,-0.8,-0.25,-0.12,-0.17,-0.59,30.43,-0.25,1.11,-0.25,30.43,-0.25,-0.12,-0.17,-0.59,1.36,41.81,-0.35,41.74,26.35,0.31,-0.1,38.43,4.18,-0.09,-0.19,0,-0.53,25,33.63,29.55,35.86,39,33.77,30.8,31.49,0.04,-0.83,1,0.63,0.94,1.07,0,33.33,0.23,-0.69,37.1,-0.18,30,0.48,-1.25,-0.85,-1.39
2019-20,Aaron Holiday,23,IND,1617,PG,Primary Ball Handler,Point of Attack,1.4,-1.03,-0.47,-0.56,5.05,3.74,,40.47,3,73,189,120.13,20,56.52,2.66,2.72,2.61,,0.11,,20.06,0.63,97.78,35.16,128.1,46.08,134.19,53.03,23.08,2.98,0,-0.07,0,0,-0.07,0.23,-0.38,0.13,0.23,0.15,0.1,34.12,0.07,1.4,0.07,34.12,0.13,0.23,0.15,0.1,1.14,46.79,0.13,39.25,26.06,0.37,-0.01,38.78,3.19,0.33,-0.15,0,0.08,62.5,34.87,28.48,37.85,39,35,32,0,0,-1.21,0.78,0,0.93,1.09,0,31.82,0.33,1.56,35.2,-0.19,30,0.57,-1.01,1.27,0.34
2018-19,Aaron Holiday,22,IND,646,PG,Secondary Ball Handler,Point of Attack,0.5,-1.11,-0.52,-0.59,4.93,4.17,,9.68,0,82,216,,,44.8,2.94,3.94,3.22,,-0.3,,19.31,-0.35,98.01,35.1,127.73,26.67,134.68,16.67,20,2.24,0,-0.03,0,0,-0.15,0.38,-0.62,0.22,0.61,-0.11,-0.43,29.51,0.26,0.17,0.26,29.51,0.22,0.61,-0.11,-0.43,0.18,56.4,0.19,48.47,26.75,0.11,-0.15,37.29,2.78,0.38,-0.02,0,0.02,100,33.38,28.2,35.83,38,34.42,32.68,0,0,-1,-1.64,0.16,1,1.2,0,40,0.1,2,35.5,-0.14,16,0.28,-0.74,2.36,-0.46
2023-24,Aaron Holiday,27,HOU,1269,PG,Secondary Ball Handler,Chaser,0.94,-1.28,-0.99,-0.29,4.91,3.78,,18.18,1,76,210,,,32.4,0.95,3.58,1.83,20.28,,79.72,20.45,-0.09,116.29,50.75,126.44,45.69,141.25,16.67,41.03,9.39,0,0.29,0.32,-0.81,-0.26,0.33,-1.09,0.09,0.09,0.08,0.02,30.51,-0.21,0.44,-0.21,30.51,0.09,0.09,0.08,0.02,0.55,38.76,-0.15,52.04,25.77,0.17,0.32,39.43,2.56,0.4,-0.14,1.13,0.09,50,34.3,26.08,36.92,39.7,35.22,32.9,6.37,0.38,1.51,-1.22,0.05,0.64,0.96,0,13.04,0.29,-0.06,36.1,,21,0.6,-0.77,,
2017-18,Aaron Jackson,31,HOU,34,PG,Low Minute,Low Activity,0,-2.09,-1.41,-0.68,4.82,5.51,82.55,36.84,3,75,190,123.45,20,55,0,4.69,3.52,,-0.33,,19.22,-1.28,130.66,36,126.44,20,,,23.08,0.88,0,-0.1,-0.04,-0.71,0.06,0.1,-0.06,-0.35,0.07,-0.11,-0.32,50,-0.27,0.26,-0.27,50,-0.35,0.07,-0.11,-0.32,0.29,31.25,-0.56,44.44,25.02,-0.03,-1.18,37.71,10,0,-0.77,0,1.27,50,31.86,27.71,33.39,38.25,32.62,32.58,9.06,0.35,1.16,-1.69,-0.08,0.63,1.32,0,50,2,-1.22,83.3,-2.2,,0,-0.35,-12.8,-8.39
2022-23,Aaron Nesmith,23,IND,1816,SF,Movement Shooter,Wing Stopper,0.6,-1.89,-1.45,-0.43,4.77,4.77,90.42,28.65,3,74,185,110.56,33.33,46.2,2.75,4.65,2.79,19.8,0.57,80.2,23.3,1.9,110.97,47.05,126.44,33.33,,,33.33,5.02,0,-0.05,-0.03,-0.76,0.25,0.4,0.39,-0.21,-0.84,-0.08,-0.29,44.19,-0.29,1.13,-0.29,44.19,-0.21,-0.84,-0.08,-0.29,0.57,32.48,-0.5,53.22,24.79,0.07,0.11,35.83,8.67,-0.65,-0.78,0,0.14,65.22,33.73,28.87,36.27,38.26,34.17,30.5,8.2,0.27,1.63,-1.31,-0.54,0.56,0.99,0,53.23,0.85,-0.3,42.1,-0.23,34,0.42,0.08,-1.39,-0.92
2021-22,Aaron Nesmith,22,BOS,574,SF,Movement Shooter,Wing Stopper,0.2,-1.77,-1.51,-0.26,4.75,4.61,100.15,4.55,6,81,250,86.3,20,63.8,1.05,4.47,1.79,,-0.3,,18.24,-0.42,120.77,53.22,126.35,23.33,122.51,16.67,19.23,0,0,0.02,0,0,-0.14,0.05,-0.77,-0.45,-0.66,-0.43,-1.57,17.65,-0.56,-0.51,-0.56,17.65,-0.45,-0.66,-0.43,-1.57,0.32,36.18,-1.03,63.19,25.04,0.01,0.12,33.97,4.29,-0.75,-0.46,0,0.28,66.67,34.31,32.05,36.45,38.57,34.42,30.7,10.17,0.03,2.43,-1.35,-0.03,0.82,1.18,0,26.67,0.29,0.51,36.4,0.01,16,0.25,-0.54,-1.77,0.22
2020-21,Aaron Nesmith,21,BOS,669,SF,Movement Shooter,Low Activity,0.3,-1.74,-1.47,-0.26,4.74,4.66,,17.65,1,78,216,,,55.3,7.33,4.78,1.59,,-0.35,,18.13,-0.72,108.78,47.02,126.32,37.78,,,7.69,0,0,0.19,0.26,-0.74,-0.15,0.13,-0.8,-0.21,-0.74,-0.04,-0.3,20,-0.59,0.13,-0.59,20,-0.21,-0.74,-0.04,-0.3,0.41,40.28,-0.26,60.67,24.92,-0.06,0.26,38.47,8.22,-0.11,-0.43,0,0,60,33.16,29.99,36.42,39.12,33.76,31.48,9.58,0.06,0.73,-0.49,-0.36,0.36,1.08,0,67.86,0.61,0.46,35.8,-0.21,9,0.33,-0.04,-1.57,-1.55
2023-24,Aaron Nesmith,24,IND,1995,SF,Movement Shooter,Wing Stopper,2.43,-0.52,-0.61,0.09,4.74,4.27,,42.89,2,76,210,120.13,20,59.68,4.41,4.33,2.61,19.1,,80.9,22.65,1.59,101.03,37.79,126.19,20,,,15.38,5.59,0,-0.08,0,0,-0.09,0.31,-0.53,0.43,-0.74,0.64,0.75,35,-0.58,2.02,-0.58,35,0.43,-0.74,0.64,0.75,1.09,34.87,0.06,52.6,24.85,-0.01,1.2,40.44,8.23,-0.41,-0.1,1.13,0.01,59.09,35.2,27.99,37.01,38.78,35.18,33,0,2.56,0,-0.35,-0.24,0.42,0.82,0.02,49.21,0.88,0.42,39.2,,40,0.45,-0.68,,
2022-23,Aaron Wiggins,24,OKC,1297,SG,Athletic Finisher,Wing Stopper,1,-1.26,-1.08,-0.18,4.7,4.72,93.77,22.19,2,78,190,,,47.4,2.54,3.06,1.72,20.43,0.08,79.57,21.31,0.66,105.78,48.96,126.19,20,,,15.38,2.42,0,-0.04,-0.01,-0.66,0.02,0.11,-0.14,-0.48,-0.96,0.01,-0.14,50,-0.66,1.41,-0.66,50,-0.48,-0.96,0.01,-0.14,1.81,23.24,-0.73,33.61,25.22,0.15,-0.28,37.59,4.1,-0.6,-0.58,-0.03,-0.07,68.52,34.87,29.97,36.86,38,34.88,33,0,0,0,,0.47,0.47,1.13,0,60.29,0.97,-0.06,39.9,0.04,30,0.25,-0.08,-0.5,-0.81
2021-22,Aaron Wiggins,23,OKC,1209,SG,Athletic Finisher,Point of Attack,-0.4,-2.94,-1.99,-0.94,4.69,5.11,80.93,19.96,5,75,195,121.59,20,72.4,2.48,2.79,1.89,,0.55,,20.92,1.39,105.04,43,126.1,20,,,31.87,14.61,0,0,0,0,-0.19,0.22,-0.65,-1.2,-0.88,-0.73,-1.61,20,-0.8,1.54,-0.8,20,-1.2,-0.88,-0.73,-1.61,1.78,24.28,-1.46,40.95,25.08,0.15,-0.87,34.35,9.36,0.04,-0.18,2.04,-0.09,67.74,35.53,26.11,39.14,41.55,35.51,34.11,9.7,1.37,2.32,0.81,0.41,0.76,0.95,0.06,47.06,1.02,0.12,35.9,-0.13,24,0.18,-0.54,-2.94,-1.58
2023-24,Aaron Wiggins,25,OKC,1228,SG,Athletic Finisher,Helper,0.98,-1.18,-0.77,-0.42,4.69,4.03,,20,1,73,186,,,56.4,1.06,2.71,1.76,18.09,,81.91,20.43,-0.33,108.02,51.11,126.07,20,,,19.23,3.95,0,-0.09,-0.05,-0.67,0.2,0.2,0.46,-0.01,-0.86,0.47,1.35,70,-0.28,0.72,-0.28,70,-0.01,-0.86,0.47,1.35,1.8,29.49,0.17,33.42,24.71,0.23,0.13,41.08,5.08,-0.57,-0.51,0.59,-0.08,67.31,35.54,26.05,40.05,42.06,35.9,33.16,11.84,1.6,2.08,0.83,0.24,0.51,1.21,0.03,56.67,0.77,0.15,40.3,,37,0.56,-0.5,,
2021-22,Abdel Nader,28,PHO,145,SF,Athletic Finisher,Wing Stopper,0,-2.35,-2.27,-0.08,4.68,4.92,,16.23,3,78,199,118.6,30,65.9,0,4.76,3.33,,0.09,,20.42,0.72,123.34,45,126.07,20,,,7.69,0,0,0.05,0,0,-0.03,-0.04,-0.31,-0.56,-0.64,-0.02,-0.17,0,-0.55,-0.94,-0.55,0,-0.56,-0.64,-0.02,-0.17,-0.09,25,-0.72,40,27.81,0.14,-0.78,36.01,3.45,-0.65,-0.63,-1.07,0,0,38.84,26.07,41.86,41.75,38.78,36.56,11.19,1.39,2.93,0.39,-0.06,0.98,1.3,0,100,0.29,0.9,33.8,-0.14,5,0.71,-1.14,-2.35,2.38
2020-21,Abdel Nader,27,PHO,355,SF,Athletic Finisher,Chaser,0.1,-1.74,-1.63,-0.1,4.68,4.48,,20.69,2,80,190,,,59.8,0,3.44,3.54,,-0.33,,18.72,-0.55,104.91,43.83,125.79,55.9,136.97,60.17,13.39,18.38,0,0.31,0,0,-0.07,0.01,-0.52,-0.35,-0.92,0.05,-0.1,0,-0.65,0.09,-0.65,0,-0.35,-0.92,0.05,-0.1,1.01,21.22,-0.81,37.07,25.13,0.25,-0.07,38.8,7.23,0.01,-0.01,1.01,0.11,50,35.5,26.1,39.21,41.96,35.58,34.63,12.61,1.54,1.94,-0.05,-0.09,0.5,1.4,0.11,42.86,0.29,0.36,40.5,-0.19,7,0.3,-0.53,2.49,-2.8
2019-20,Abdel Nader,26,OKC,867,SF,Movement Shooter,Low Activity,-0.6,-3.5,-2.36,-1.13,4.68,4.3,,50,2,85,229,,,48.2,3.81,3.28,2.06,,-0.33,,18.05,-0.68,104.06,41.63,125.45,40.42,116.84,41.67,15.98,2.01,0,0.38,0,0,-0.02,-0.13,-0.29,-0.2,-0.74,0.01,-0.16,28.57,-0.44,-0.31,-0.44,28.57,-0.2,-0.74,0.01,-0.16,0.66,31.64,-0.5,48.67,25.1,0.02,0.33,37.42,7.83,0.15,-0.09,1.16,-0.06,100,35.36,26.34,37.08,40,35.47,34.53,8.98,1.11,3.74,-0.28,-0.54,0.57,1.28,0.09,35.71,0.25,0.04,32.9,-0.15,11,0.51,-0.61,-0.02,-3.48
2018-19,Abdel Nader,25,OKC,694,SF,Stationary Shooter,Low Activity,-0.4,-3.35,-2.62,-0.72,4.68,4.89,89.97,16.35,3,76,220,123.45,20,61,1.3,3.47,1.79,,-0.39,,18.87,-0.62,110.47,47.11,125.06,21.82,121.07,16.67,16.92,0.92,0,-0.03,0,0,0.04,0.1,-0.06,-0.43,-0.85,-0.19,-0.81,40,-0.47,-0.7,-0.47,40,-0.43,-0.85,-0.19,-0.81,0.56,19.2,-1.27,46.51,24.95,0.24,-0.04,35.37,3.85,-0.21,-0.25,0,0.23,100,35.32,25.87,37.27,37.73,36.03,33.68,9.89,1.79,0.23,0.13,-0.56,0.29,1.17,0,14.29,0.23,-0.47,36.8,-0.35,10,0.51,-0.1,-2.29,-4.33
2017-18,Abdel Nader,24,BOS,522,SF,Stationary Shooter,Low Activity,-0.2,-2.77,-2.82,0.05,4.68,5.13,95.72,39.62,1,75,180,124.38,20,52.4,0.96,3.17,2.19,,-0.54,,17.8,-1.37,106.82,44.83,124.64,20,,,15.38,3.4,0,0,0,0,0.03,-0.18,-0.03,-0.35,-0.91,-0.06,-0.4,100,-0.54,-0.17,-0.54,100,-0.35,-0.91,-0.06,-0.4,0.45,24.42,-0.84,43.62,25.18,-0.06,-0.03,37.4,2.91,-0.38,-0.6,2.16,0.04,14.29,36,25.22,39.15,40.4,35.94,33.41,11.91,1.45,1.12,0.02,-0.46,0.88,1.43,-0.04,53.85,0.27,-0.09,36.3,-0.09,3,0.84,-0.71,-2.4,-4.93
2023-24,Adam Flagler,24,OKC,14,SG,Low Minute,Low Minute,0.01,-1.18,-0.15,-1.03,4.68,4.99,83.06,7.14,1,81,230,128.12,20,55.3,0,0,0,23.78,,76.22,17.53,-0.14,103.83,40,124.64,20,,,23.08,2.26,0,-0.07,0,0,-0.02,0.03,-0.53,0.28,0.86,-0.05,-0.48,25,-0.1,0.42,-0.1,25,0.28,0.86,-0.05,-0.48,0.05,41.67,-0.3,85.71,26.5,0.02,-1.07,37.71,0,0,-0.68,0,0,0,36.27,25.47,39.29,39.65,36.2,32.2,12.6,1.42,1.26,0.02,,0.65,1.19,0,0,0,0,25,,,0,-1.89,,
2020-21,Adam Mokoka,22,CHI,56,SG,Low Minute,Point of Attack,0,-1.25,-1.7,0.46,4.67,4.66,,21.57,1,82,248,110.69,44,74.4,0,3.11,0.63,,-0.13,,19.35,-0.26,92.92,25.71,124.64,20,,,30.77,1.56,0,-0.02,0,0,-0.02,-0.02,-0.54,-0.29,-0.65,-0.06,-0.78,0,-0.53,0.52,-0.53,0,-0.29,-0.65,-0.06,-0.78,0.22,22.5,-1.11,52.63,24.47,-0.22,-0.61,37.24,0,0,-0.72,0,0,100,33.85,26.3,37.32,38.82,34.17,30.07,6.48,0.48,0.7,-0.93,0.06,0.9,1.35,0,100,0.07,0.76,45.5,-0.62,1,0.61,-1.65,0.2,-1.28
2019-20,Adam Mokoka,21,CHI,112,SF,Athletic Finisher,Chaser,0.1,-1.14,-1.02,-0.12,4.67,3.52,88.31,18.18,1,80,230,,,50.8,0.9,5.65,1.33,,0.17,,19.77,0.94,101.4,32.86,124.62,43.07,126.19,41.11,49.89,18.6,0,0.06,0.01,-0.56,0,0,0,-0.37,-0.98,0,-0.19,0,0,0,0,0,-0.37,-0.98,0,-0.19,1.06,24.17,-0.76,53.57,24.29,0.1,-0.28,37.16,0,0,-0.61,0,0,0,34.85,26.31,37.16,39.91,34.93,34.64,6.5,0.69,-0.07,-0.19,-0.25,0.7,0.99,0,71.43,0.64,-0.34,23.7,-0.22,2,0.67,-1.68,0,0.71
2023-24,Adama Sanogo,21,CHI,66,PF,Low Minute,Low Minute,0.09,-0.34,-0.19,-0.15,4.67,4.85,,16.86,2,77,205,111.23,37.78,80.29,12.17,2.71,3.8,10.7,,89.3,18.87,-0.52,109.02,41.67,124.6,26.67,102.09,33.33,46.56,9.41,4.76,-0.12,-0.08,-1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,0,-0.38,1.58,0,75,36.15,26.51,37.49,38.2,36.16,33.77,18.65,0.27,0.02,0.69,,0.48,1.5,1.1,68.42,2.11,-0.24,30,,,0.54,-1.28,,
2021-22,Ade Murkey,24,SAC,1,SG,Low Minute,Helper,0,-0.26,-0.2,-0.06,4.64,5.65,,50,1,78,190,,,57.3,0,0,0,,-0.5,,17,-1.12,,,124.5,20,,,23.08,0,0,-0.3,0,-0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36,0,0,0,0,0,0,33.7,26.94,36.11,38.47,34.62,33,0,0,-0.63,0.43,,0.75,1.23,0,0,0,0,,-1.28,,0,-1.99,-0.26,-0.02
2022-23,Admiral Schofield,25,ORL,451,PF,Athletic Finisher,Mobile Big,0.2,-1.65,-1.44,-0.22,4.63,4.72,90.6,27.52,1,84,220,86.13,20,62.5,2.66,5,2.13,13.83,-0.3,86.17,19.48,-0.48,100.31,40.97,124.41,33,114.69,50,40.77,3.72,0,0.02,0.25,0.34,-0.1,0.11,-0.6,-0.3,-0.69,-0.17,-0.69,16.67,-0.5,0.56,-0.5,16.67,-0.3,-0.69,-0.17,-0.69,0.51,25.68,-0.93,60.66,25.04,0.09,0.16,36.34,9.09,-0.71,-0.6,0,0.01,75,35.51,27.01,37.12,38.28,35.46,32.89,0,0,-0.66,2.2,-0.85,0.73,0.88,0,47.83,0.62,0.11,32.4,-0.01,6,0.16,-1.26,-2.56,-1.88
2021-22,Admiral Schofield,24,ORL,469,SF,Stationary Shooter,Helper,-0.1,-2.8,-2.43,-0.38,4.61,4.46,103.68,36.95,4,71,165,,,49.6,2.35,4.54,1.64,,-0.14,,18.42,-0.21,99.33,41.61,124.34,30,,,35.04,11.59,0,0.01,0,0,-0.01,-0.03,-0.23,-0.33,-0.96,-0.08,-0.4,28.57,-0.64,0.42,-0.64,28.57,-0.33,-0.96,-0.08,-0.4,0.36,25.81,-0.81,61.24,25.63,0.06,0.15,35.53,11.36,-0.12,-0.33,0,0.35,72.73,34.61,26.13,34.81,37.38,34.63,33.76,25.11,0.11,-0.33,1.2,-0.45,0.66,1.11,0,64.71,0.45,0.36,38.6,-0.02,4,0,-0.53,-2.8,-0.96
2019-20,Admiral Schofield,22,WAS,368,PF,Athletic Finisher,Helper,0,-2.33,-1.96,-0.37,4.61,4.62,,18.18,8,80,226,,,36,5.97,4.9,1.76,,-0.33,,18.55,-0.68,108.78,47.24,124.33,20,,,38.46,3.58,0,0.23,0.17,-0.63,-0.07,0.06,-0.49,-0.33,-0.76,-0.16,-0.74,0,-0.5,0.28,-0.5,0,-0.33,-0.76,-0.16,-0.74,0.78,23.75,-1.04,66.3,25.52,0.01,0.17,36.46,8.33,0,-0.63,0.65,0.02,60,33.29,25.56,36.26,39.06,34.3,32.79,13.97,0.07,-0.65,0.77,-0.84,0.2,0.98,0.23,42.86,0.21,-0.58,39.7,-0.17,5,0.29,-1.14,-3.44,-2
2023-24,Admiral Schofield,26,ORL,84,PF,Low Minute,Low Minute,0.09,-0.81,-0.7,-0.11,4.61,3.8,103.13,7.69,11,82,240,82.92,20,63,0,3.85,1.29,10.68,,89.32,16.9,-1.02,107.11,53.68,124.22,18.33,122.37,16.67,33.33,13.71,0,-0.09,0,0,0,0.12,-0.34,-0.08,-0.29,-0.01,-0.28,50,-0.47,0.1,-0.47,50,-0.08,-0.29,-0.01,-0.28,0,41.91,-0.19,61.54,25.58,-0.09,-0.26,37.88,0,-0.62,-0.61,0,0,66.67,34.54,25.99,35.68,38.29,34.63,33.77,14.16,0.12,-0.44,0.02,-0.32,0.61,1.35,0,33.33,0.13,0.79,19,,1,0,-1.34,,
2013-14,Adonis Thomas,20,ORL/PHI,38,SF,Low Minute,Helper,0.1,-0.21,-0.52,0.3,4.61,4.46,86.94,17.65,3,79,200,103.65,40,59.5,7.98,6.12,2.05,,-0.12,,18.99,-0.73,112.41,40,124.15,36.67,111.31,33.33,10.26,7.93,0,0,0,0,0,0,0,-0.32,-0.95,-0.03,-0.34,0,0,0,0,0,-0.32,-0.95,-0.03,-0.34,-0.35,27.5,-0.61,35.71,49.27,-0.18,-0.63,37.8,0,-0.37,-0.36,1.23,0,0,33.5,27.74,36.04,38.59,34.54,33,26.67,0.49,-1.02,-0.1,-0.25,0.61,1.43,1.2,0,0,0,20,-1.28,,0,-1.76,0.17,3.31
2017-18,Adreian Payne,26,ORL,43,PF,Low Minute,Helper,0,-0.96,-0.9,-0.06,4.61,4.8,,26,1,81,220,,,60.8,0,5.29,4.41,,-0.36,,18.62,-1.83,89.16,23.08,123.8,46.39,119.79,39.19,47,47.07,0,0.19,-0.01,-1.34,0,0,0,-0.61,-1.07,0.04,-0.05,0,0,0,0,0,-0.61,-1.07,0.04,-0.05,0.28,12.5,-1.08,30,24.37,0.14,-0.9,38.33,0,0,-0.4,1.22,0,0,35.29,25.39,39.9,42.54,35.36,33.56,12.18,0.27,-0.81,-0.79,-0.47,0.79,1.29,1,50,0.4,0.78,66.7,-0.58,2,0,-1.64,-7.51,-0.31
2016-17,Adreian Payne,25,MIN,135,PF,Athletic Finisher,Helper,0.1,-0.72,-0.78,0.06,4.6,4.87,91.08,20.64,1,80,215,,,73,0,8.92,3.62,,-0.42,,19.21,-0.72,95.45,37.24,123.77,25.4,119.84,29.17,46.98,79.54,3.57,-0.03,0.13,0.77,-0.02,0.03,-0.42,-0.44,-0.98,-0.11,-0.63,0,-0.61,0.08,-0.61,0,-0.44,-0.98,-0.11,-0.63,0.34,19.17,-1.06,27.78,24.99,0.12,-0.46,36.2,11.76,-0.48,-0.26,0.63,0.69,66.67,33.38,26.03,35.89,38.33,34.3,32.68,10.66,0.33,-0.79,-1.05,-0.2,0.95,1.25,0.1,55.56,0.5,-0.04,38.6,-0.23,6,0.55,-1.13,-2.03,-1.48
2015-16,Adreian Payne,24,MIN,486,PF,Post Scorer,Helper,-0.4,-3.52,-2.85,-0.67,4.6,4.22,92.91,22.86,2,78,219,128.12,40,43.8,3.5,6.04,2.51,,-0.28,,18.73,-0.46,100.67,36.65,123.77,26.67,,,23.08,2.51,0,-0.01,0,0,-0.03,0.2,-0.21,-0.37,-0.65,-0.03,-0.27,33.33,-0.54,0.5,-0.54,33.33,-0.37,-0.65,-0.03,-0.27,-1.22,29.69,-0.53,22.07,24.49,-0.14,-0.47,36.34,6.82,-0.53,-0.6,0.21,-0.51,58.33,37.99,25.59,38.49,37.19,37.82,34.1,17.2,0.46,-0.76,-1.05,-0.69,0.85,1.72,-0.44,55,0.38,0.03,42.9,-0.14,9,0.55,0.22,-3.48,-3.47
2014-15,Adreian Payne,23,ATL/MIN,740,PF,Athletic Finisher,Anchor Big,-0.5,-3.27,-2.34,-0.94,4.59,3.72,,33.33,3,76,189,120.13,20,54,2.7,4.65,2.22,,-0.2,,19.22,-0.19,104.33,37.46,123.66,25.38,115.95,16.67,30.77,4.5,0,0.24,0.15,-1.09,0,0,0,-0.92,-1.11,-0.15,-0.41,0,0,0,0,0,-0.92,-1.11,-0.15,-0.41,0.2,18.06,-1.02,4.09,49.61,0.13,-1.05,35.3,8.93,-0.18,-0.21,0.05,-0.25,45.83,34.96,27.7,37.15,39.12,34.97,32.89,0,0,-0.44,-0.62,-0.68,0.53,1.71,-0.15,54.17,1.5,0.09,47.9,0.77,13,0.32,-0.06,-4.29,-4.54
2021-22,Ahmad Caver,25,IND,1,SG,Low Minute,Chaser,0,-0.28,0,-0.29,4.58,5.08,103.5,22.98,3,81,225,81.06,20,62.5,0,0,0,,-0.13,,14.66,-2.7,,,123.63,18.33,121.07,16.67,21.37,5.34,0,-0.02,0.02,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36,0,0,0,0,0,0,34.11,28.15,35.84,37.31,34.19,32.79,7.5,0.42,-0.93,-0.47,,0.75,1.23,0,0,0,0,,-1.28,,0,,-0.28,0.02
2022-23,AJ Green,23,MIL,345,SG,Movement Shooter,Low Activity,0,-2.26,-0.66,-1.6,4.58,4.21,78.99,37.78,1,81,205,,,63.8,0,3.25,0.42,16.42,-0.67,83.58,18.61,-1.24,108.63,41.82,123.53,40.44,129.39,33.33,39.45,7.93,0,0.24,0.32,-0.21,-0.02,-0.19,-0.35,0.86,0.06,0.27,0.67,34.78,0.09,0.79,0.09,34.78,0.86,0.06,0.27,0.67,-0.14,50.83,0.61,84,25.9,-0.47,1.33,38.77,0,-0.73,-0.64,-0.67,0.12,33.33,35.28,44.7,36.41,36.96,35.45,33.56,7.55,0.4,-0.88,-0.03,-0.7,0.28,1.06,0,33.33,0.17,0.3,33.3,-0.1,4,0.21,-0.87,-2.88,0.76
2023-24,AJ Green,24,MIL,614,SG,Movement Shooter,Chaser,0.52,-1.1,-0.44,-0.66,4.56,4.2,,20.26,1,77,205,78.95,20,78.1,0.98,2.98,1.22,16.67,,83.33,19.46,-0.84,109.46,49.83,123.45,20,,,41.88,11.16,12.5,0.1,0.09,-0.27,0.01,-0.41,-0.29,0.69,-0.13,0.29,0.66,34.48,-0.06,-0.51,-0.06,34.48,0.69,-0.13,0.29,0.66,-0.21,42.24,0.29,86.22,26.01,-0.37,1.42,39.45,0,0,-0.8,0,0.09,71.43,35.64,41.2,38.67,39,35.67,33.34,0,0,-0.66,-0.5,-0.13,0.38,0.71,0,44.44,0.16,-0.88,30.4,,4,0.3,-0.97,,
